gameid,url,league,split,date,week,game,patchno,playerid,side,position,player,team,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,k,d,a,teamkills,teamdeaths,doubles,triples,quadras,pentas,fb,fbassist,fbvictim,fbtime,kpm,okpm,ckpm,fd,fdtime,teamdragkills,oppdragkills,elementals,oppelementals,firedrakes,waterdrakes,earthdrakes,airdrakes,elders,oppelders,herald,heraldtime,ft,fttime,firstmidouter,firsttothreetowers,teamtowerkills,opptowerkills,fbaron,fbarontime,teambaronkills,oppbaronkills,dmgtochamps,dmgtochampsperminute,dmgshare,earnedgoldshare,wards,wpm,wardshare,wardkills,wcpm,visionwards,visionwardbuys,visiblewardclearrate,invisiblewardclearrate,totalgold,earnedgpm,goldspent,gspd,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,oppgoldat10,gdat10,goldat15,oppgoldat15,gdat15,xpat10,oppxpat10,xpdat10,csat10,oppcsat10,csdat10,csat15,oppcsat15,csdat15
2002860105,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860105?gameHash=4a9fcb220d39e584&tab=overview,WC,2018-W,43374.1148263889,PI,1,8.19,100,Blue,Team,Team,Cloud9, ,Vel'koz,Shen,Akali,Irelia,Braum,30.1833333333333,1,13,6,30,13,6, , , , ,1,1,0,11.7636333333333,0.430701270016565,0.198785201546107,0.629486471562673,0,10.6896833333333,1,2,1,2,1,0,0,0,0,0,1,11.5363,1,11.4431833333333,1,1,10,1,1,26.6730333333333,1,0,51830,1717.17283268912, , ,94,3.11430149088901,1,40,1.32523467697405,41,45,0.764705882352941,0.25,61161,1368.66261733849,52858,0.145798869414308,932,229,128,33,38.4649364991717,15167,14495,672,25290,22218,3072,19446,18774,672,352,306,46,574,509,65
2002860105,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860105?gameHash=4a9fcb220d39e584&tab=overview,WC,2018-W,43374.1148263889,PI,1,8.19,200,Red,Team,Team,KaBuM e-Sports, ,Camille,Alistar,Kindred,Galio,Thresh,30.1833333333333,0,6,13,11,6,13, , , , ,0,0,1,11.7636333333333,0.198785201546107,0.430701270016565,0.629486471562673,1,10.6896833333333,2,1,2,1,0,0,2,0,0,0,0,11.5363,0,11.4431833333333,0,0,1,10,0,26.6730333333333,0,1,41504,1375.06350082827, , ,90,2.98177802319161,1,33,1.09331860850359,32,43,0.477272727272727,0.24,47104,902.942020982882,45675,-0.145798869414308,835,158,127,2,32.8989508558807,14495,15167,-672,22218,25290,-3072,18774,19446,-672,306,352,-46,509,574,-65
2002860107,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860107?gameHash=44f6a92f0ba8184b&tab=overview,WC,2018-W,43374.1583101852,PI,1,8.19,1,Blue,Top,PVPStejos,Gambit Esports,Ornn,Varus,Olaf,Aatrox,Ashe,Sivir,36.2166666666667,0,1,3,4,9,19,0,0,0,0,0,0,0,9.33835,0.0276115968706857,0.0828347906120571,0.773124712379199,0,11.5495,2,1,0,0,0,0,0,0,0,0,0,,0,17.0056666666667,0,0,0,9,0,27.8272,0,1,10081,278.352508053382,0.154155516476795,0.183733409023329,14,0.3865623561896,0.107692307692308,4,0.110446387482743,3,4, , ,10146,150.137505752416,9200,-0.336723163841808,230,0,0,0,6.35066728025771,3091,3253,-162,4789,5023,-234,4493,4912,-419,76,86,-10,129,139,-10
2002860107,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860107?gameHash=44f6a92f0ba8184b&tab=overview,WC,2018-W,43374.1583101852,PI,1,8.19,2,Blue,Jungle,Diamondprox,Gambit Esports,Gragas,Varus,Olaf,Aatrox,Ashe,Sivir,36.2166666666667,0,1,4,3,9,19,0,0,0,0,0,0,1,9.33835,0.0276115968706857,0.138057984353428,0.773124712379199,1,11.5495,2,1,1,1,1,0,0,0,0,0,0,,0,17.0056666666667,0,0,0,9,0,27.8272,0,1,5664,156.392084675564,0.0866121263093509,0.164777119995675,17,0.469397146801657,0.130769230769231,11,0.303727565577543,14,17, , ,9585,134.647399907961,9575,-0.208187134502924,22,138,100,0,4.41785549930971,2962,3178,-216,4421,4957,-536,3198,3342,-144,54,57,-3,87,90,-3
2002860107,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860107?gameHash=44f6a92f0ba8184b&tab=overview,WC,2018-W,43374.1583101852,PI,1,8.19,3,Blue,Middle,Kira,Gambit Esports,Malzahar,Varus,Olaf,Aatrox,Ashe,Sivir,36.2166666666667,0,3,3,3,9,19,1,0,0,0,0,0,0,9.33835,0.0828347906120571,0.110446387482743,0.773124712379199,0,11.5495,2,1,0,0,0,0,0,0,0,0,0,,0,17.0056666666667,0,0,0,9,0,27.8272,0,1,21754,600.662678324896,0.332655401789128,0.272060930446301,24,0.662678324896457,0.184615384615385,7,0.1932811780948,11,13, , ,12760,222.314219972388,12525,0.001998001998002,280,20,13,0,8.28347906120571,3076,3571,-495,4802,5647,-845,4412,5045,-633,75,95,-20,126,153,-27
2002860107,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860107?gameHash=44f6a92f0ba8184b&tab=overview,WC,2018-W,43374.1583101852,PI,1,8.19,4,Blue,ADC,Lodik,Gambit Esports,Tristana,Varus,Olaf,Aatrox,Ashe,Sivir,36.2166666666667,0,4,2,4,9,19,0,0,0,0,0,0,0,9.33835,0.110446387482743,0.138057984353428,0.773124712379199,0,11.5495,2,1,1,0,0,0,0,1,0,0,0,,0,17.0056666666667,0,0,0,9,0,27.8272,0,1,22652,625.457892314772,0.346387338481535,0.292774308652988,14,0.3865623561896,0.107692307692308,13,0.358950759318914,5,5, , ,13373,239.240128854119,12875,-0.140794223826715,302,21,16,0,8.91854578923148,3101,3352,-251,4876,5241,-365,3285,3206,79,80,91,-11,135,154,-19
2002860107,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860107?gameHash=44f6a92f0ba8184b&tab=overview,WC,2018-W,43374.1583101852,PI,1,8.19,5,Blue,Support,Edward,Gambit Esports,Thresh,Varus,Olaf,Aatrox,Ashe,Sivir,36.2166666666667,0,0,7,5,9,19,0,0,0,0,0,0,0,9.33835,0,0.0552231937413714,0.773124712379199,0,11.5495,2,1,0,0,0,0,0,0,0,0,0,,0,17.0056666666667,0,0,0,9,0,27.8272,0,1,5244,144.795213989876,0.0801896169431914,0.0866542318817073,61,1.68430740911183,0.469230769230769,16,0.441785549930971,16,16, , ,7273,70.809387942936,7100,-0.137704918032787,26,0,0,0,0.717901518637828,1999,2430,-431,2996,3317,-321,2323,2552,-229,2,12,-10,8,19,-11
2002860107,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860107?gameHash=44f6a92f0ba8184b&tab=overview,WC,2018-W,43374.1583101852,PI,1,8.19,6,Red,Top,PK,G-Rex,Urgot,Akali,Kai'sa,Xayah,Shen,Rakan,36.2166666666667,1,3,3,8,19,9,0,0,0,0,0,0,0,9.33835,0.0828347906120571,0.0276115968706857,0.773124712379199,0,11.5495,1,2,0,0,0,0,0,0,0,0,1,,1,17.0056666666667,1,1,9,0,1,27.8272,1,0,18292,505.071329958583,0.273329049803506,0.211399646265522,21,0.579843534284399,0.179487179487179,6,0.165669581224114,9,9, , ,13888,253.460101242522,12925,0.336723163841808,271,8,3,0,7.70363552692131,3253,3091,162,5023,4789,234,4912,4493,419,86,76,10,139,129,10
2002860107,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860107?gameHash=44f6a92f0ba8184b&tab=overview,WC,2018-W,43374.1583101852,PI,1,8.19,7,Red,Jungle,Empt2y,G-Rex,Skarner,Akali,Kai'sa,Xayah,Shen,Rakan,36.2166666666667,1,5,0,10,19,9,1,0,0,0,0,1,0,9.33835,0.138057984353428,0.0276115968706857,0.773124712379199,0,11.5495,1,2,1,1,0,0,0,1,0,0,1,,1,17.0056666666667,1,1,9,0,1,27.8272,1,0,6312,174.284399447768,0.0943173497900572,0.190143336158296,18,0.497008743672342,0.153846153846154,16,0.441785549930971,15,16, , ,12965,227.974597330879,11800,0.208187134502924,29,125,90,14,4.2521859180856,3178,2962,216,4957,4421,536,3342,3198,144,57,54,3,90,87,3
2002860107,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860107?gameHash=44f6a92f0ba8184b&tab=overview,WC,2018-W,43374.1583101852,PI,1,8.19,8,Red,Middle,Candy,G-Rex,Syndra,Akali,Kai'sa,Xayah,Shen,Rakan,36.2166666666667,1,4,2,14,19,9,1,0,0,0,0,1,0,9.33835,0.110446387482743,0.0828347906120571,0.773124712379199,0,11.5495,1,2,0,0,0,0,0,0,0,0,1,,1,17.0056666666667,1,1,9,0,1,27.8272,1,0,18775,518.407731247124,0.280546299478505,0.225862227790265,9,0.248504371836171,0.0769230769230769,8,0.220892774965485,6,6, , ,14516,270.800184077312,12500,-0.001998001998002,280,25,25,0,8.42153704555913,3571,3076,495,5647,4802,845,5045,4412,633,95,75,20,153,126,27
2002860107,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860107?gameHash=44f6a92f0ba8184b&tab=overview,WC,2018-W,43374.1583101852,PI,1,8.19,9,Red,ADC,Stitch,G-Rex,Kalista,Akali,Kai'sa,Xayah,Shen,Rakan,36.2166666666667,1,5,2,8,19,9,0,0,0,0,0,0,0,9.33835,0.138057984353428,0.110446387482743,0.773124712379199,0,11.5495,1,2,0,1,0,0,0,0,0,0,1,,1,17.0056666666667,1,1,9,0,1,27.8272,1,0,18047,498.306488725265,0.269668126055317,0.270194185489517,14,0.3865623561896,0.11965811965812,11,0.303727565577543,5,7, , ,16441,323.952508053382,14825,0.140794223826715,317,48,21,8,10.0782328578003,3352,3101,251,5241,4876,365,3206,3285,-79,91,80,11,154,135,19
2002860107,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860107?gameHash=44f6a92f0ba8184b&tab=overview,WC,2018-W,43374.1583101852,PI,1,8.19,10,Red,Support,Koala,G-Rex,Alistar,Akali,Kai'sa,Xayah,Shen,Rakan,36.2166666666667,1,2,2,11,19,9,0,0,0,0,1,0,0,9.33835,0.0552231937413714,0,0.773124712379199,0,11.5495,1,2,0,0,0,0,0,0,0,0,1,,1,17.0056666666667,1,1,9,0,1,27.8272,1,0,5497,151.780947998159,0.0821391748726148,0.1024006042964,55,1.51863782788771,0.47008547008547,13,0.358950759318914,18,18, , ,9155,122.774413253566,8150,0.137704918032787,42,0,0,0,1.1596870685688,2430,1999,431,3317,2996,321,2552,2323,229,12,2,10,19,8,11
2002860107,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860107?gameHash=44f6a92f0ba8184b&tab=overview,WC,2018-W,43374.1583101852,PI,1,8.19,100,Blue,Team,Team,Gambit Esports, ,Varus,Olaf,Aatrox,Ashe,Sivir,36.2166666666667,0,9,19,19,9,19, , , , ,0,0,1,9.33835,0.248504371836171,0.524620340543028,0.773124712379199,1,11.5495,2,1,2,1,1,0,0,1,0,0,0,16.4634333333333,0,17.0056666666667,0,0,0,9,0,27.8272,0,1,65395,1805.66037735849, , ,130,3.58950759318914,1,51,1.40819144040497,49,55,0.53448275862069,0.338983050847458,53137,817.14864242982,51275,-0.160125588697017,860,179,129,0,28.6884491486424,14229,15784,-1555,21884,24185,-2301,17711,19057,-1346,287,341,-54,485,555,-70
2002860107,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860107?gameHash=44f6a92f0ba8184b&tab=overview,WC,2018-W,43374.1583101852,PI,1,8.19,200,Red,Team,Team,G-Rex, ,Akali,Kai'sa,Xayah,Shen,Rakan,36.2166666666667,1,19,9,51,19,9, , , , ,1,1,0,9.33835,0.524620340543028,0.248504371836171,0.773124712379199,0,11.5495,1,2,1,2,0,0,0,1,0,0,1,16.4634333333333,1,17.0056666666667,1,1,9,0,1,27.8272,1,0,66923,1847.8508973769, , ,117,3.23055683387023,1,54,1.49102623101703,53,56,0.508196721311475,0.333333333333333,66965,1198.96180395766,60200,0.160125588697017,939,206,139,22,31.6152784169351,15784,14229,1555,24185,21884,2301,19057,17711,1346,341,287,54,555,485,70
2002860109,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860109?gameHash=cb21289f8e3dd5ad&tab=overview,WC,2018-W,43374.203912037,PI,1,8.19,1,Blue,Top,Evi,DetonatioN FocusMe,Ornn,Rakan,Pyke,Aatrox,LeBlanc,Zoe,29.75,1,0,1,14,17,10,0,0,0,0,0,0,0,5.25225,0,0,0.907563025210084,0,12.5985833333333,1,2,0,0,0,0,0,0,0,0,0,,0,13.5955333333333,0,0,9,4,1,26.6564833333333,1,0,12823,431.025210084034,0.211262500617823,0.178418803418803,15,0.504201680672269,0.145631067961165,4,0.134453781512605,6,6, , ,10597,224.53781512605,9400,0.208516886930984,215,6,2,0,7.42857142857143,2692,2727,-35,4419,4508,-89,3964,3772,192,63,61,2,114,110,4
2002860109,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860109?gameHash=cb21289f8e3dd5ad&tab=overview,WC,2018-W,43374.203912037,PI,1,8.19,2,Blue,Jungle,Steal,DetonatioN FocusMe,Kindred,Rakan,Pyke,Aatrox,LeBlanc,Zoe,29.75,1,5,2,7,17,10,0,0,0,0,0,1,0,5.25225,0.168067226890756,0.0672268907563025,0.907563025210084,1,12.5985833333333,1,2,1,1,0,0,0,1,0,0,0,,0,13.5955333333333,0,0,9,4,1,26.6564833333333,1,0,12087,406.285714285714,0.199136695388569,0.198157051282051,14,0.470588235294118,0.135922330097087,22,0.739495798319328,10,11, , ,11336,249.378151260504,9550,0.104683195592287,35,116,91,7,5.07563025210084,2627,3076,-449,4589,4751,-162,2634,2787,-153,38,52,-14,65,91,-26
2002860109,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860109?gameHash=cb21289f8e3dd5ad&tab=overview,WC,2018-W,43374.203912037,PI,1,8.19,3,Blue,Middle,Ceros,DetonatioN FocusMe,Karma,Rakan,Pyke,Aatrox,LeBlanc,Zoe,29.75,1,3,2,11,17,10,0,0,0,0,0,0,0,5.25225,0.100840336134454,0.0672268907563025,0.907563025210084,0,12.5985833333333,1,2,0,0,0,0,0,0,0,0,0,,0,13.5955333333333,0,0,9,4,1,26.6564833333333,1,0,11284,379.294117647059,0.185907046476762,0.214503205128205,22,0.739495798319328,0.213592233009709,5,0.168067226890756,12,12, , ,11948,269.949579831933,11110,0.13039309683605,226,14,12,1,8.0672268907563,3075,3198,-123,4939,4830,109,4349,4425,-76,79,86,-7,133,134,-1
2002860109,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860109?gameHash=cb21289f8e3dd5ad&tab=overview,WC,2018-W,43374.203912037,PI,1,8.19,4,Blue,ADC,Yutapon,DetonatioN FocusMe,Varus,Rakan,Pyke,Aatrox,LeBlanc,Zoe,29.75,1,8,2,7,17,10,1,0,0,0,1,0,0,5.25225,0.26890756302521,0.168067226890756,0.907563025210084,0,12.5985833333333,1,2,0,1,0,0,0,0,0,0,0,,0,13.5955333333333,0,0,9,4,1,26.6564833333333,1,0,19711,662.55462184874,0.324744221295945,0.298798076923077,7,0.235294117647059,0.0679611650485437,9,0.302521008403361,2,3, , ,15104,376.033613445378,13075,0.0271317829457364,264,20,12,4,9.54621848739496,3666,3310,356,5624,5383,241,3285,3009,276,86,85,1,141,140,1
2002860109,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860109?gameHash=cb21289f8e3dd5ad&tab=overview,WC,2018-W,43374.203912037,PI,1,8.19,5,Blue,Support,viviD,DetonatioN FocusMe,Tahm Kench,Rakan,Pyke,Aatrox,LeBlanc,Zoe,29.75,1,1,3,8,17,10,0,0,0,0,0,1,0,5.25225,0.0336134453781513,0.0336134453781513,0.907563025210084,0,12.5985833333333,1,2,0,0,0,0,0,0,0,0,0,,0,13.5955333333333,0,0,9,4,1,26.6564833333333,1,0,4792,161.075630252101,0.0789495362209005,0.110122863247863,45,1.51260504201681,0.436893203883495,3,0.100840336134454,14,15, , ,8040,138.588235294118,7025,0.00714285714285714,53,0,0,0,1.78151260504202,2073,2237,-164,3580,3575,5,3053,2858,195,14,4,10,28,6,22
2002860109,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860109?gameHash=cb21289f8e3dd5ad&tab=overview,WC,2018-W,43374.203912037,PI,1,8.19,6,Red,Top,Zantins,KaBuM e-Sports,Sion,Camille,Urgot,Heimerdinger,Ziggs,Gnar,29.75,0,0,3,6,10,17,0,0,0,0,0,0,0,5.25225,0,0,0.907563025210084,0,12.5985833333333,2,1,0,0,0,0,0,0,0,0,1,,1,13.5955333333333,1,1,4,9,0,26.6564833333333,0,1,8439,283.663865546218,0.158720306945777,0.149965277777778,14,0.470588235294118,0.152173913043478,2,0.0672268907563025,5,6, , ,8236,145.176470588235,7625,-0.208516886930984,181,0,0,0,6.08403361344538,2727,2692,35,4508,4419,89,3772,3964,-192,61,63,-2,110,114,-4
2002860109,https://matchhistory.na.leagueoflegends.com/en/#match-details/TRLH2/2002860109?gameHash=cb21289f8e3dd5ad&tab=overview,WC,2018-W,43374.203912037,PI,1,8.19,7,Red,Jungle,Ranger,KaBuM e-Sports,Taliyah,Camille,Urgot,Heimerdinger,Ziggs,Gnar,29.75,0,2,4,7,10,17,0,0,0,0,0,0,0,5.25225,0.0672268907563025,0.168067226890756,0.907563025210084,0,12.5985833333333,2,1,1,1,0,0,1,0,0,0,1,,1,13.5955333333333,1,1,4,9,0,26.6564833333333,0,1,11204,376.605042016807,0.210724294231601,0.190590277777778,7,0.235294117647059,0.0760869565217391,7,0.235294117647059,7,7, , ,9406,184.504201680672,8600,-0.104683195592287,18,143,80,19,5.41176470588235,3076,2627,449,4751,4589,162,2787,2634,153,52,38,14,91,65,26
